"Country","Code","Score","Continent","educ4","emp4"
"Argentina","ARG",0.791666666666667,"South_America",113.510192871094,65.0651631187023
"Australia","AUS",0.916666666666667,"Oceania",105.597877502441,81.9116979228048
"Belarus","BLR",0.775,"Europe",100.587376403809,82.7432878191309
"Brazil","BRA",0.875,"South_America",127.554489135742,69.6110978587121
"Canada","CAN",1,"North_America",100.118655395508,86.773413103851
"Chile","CHL",0.805555555555556,"South_America",100.932377624512,65.3719736821548
"China","CHN",0.783333333333333,"Asia",98.1497680664062,81.4513323136087
"Colombia","COL",0.8125,"South_America",115.079202270508,69.7320303439276
"Congo, Rep.","COG",0.604166666666667,"Africa",107.562705993652,94.2445977660199
"El Salvador","SLV",0.902777777777778,"North_America",108.835064697266,60.669635739378
"Fiji","FJI",0.833333333333333,"Oceania",106.676849365234,55.1105543618569
"Iceland","ISL",0.970833333333333,"Europe",98.5048461914062,90.0792115399372
"Japan","JPN",0.861111111111111,"Asia",NA,68.458898471708
"Korea, Rep.","KOR",0.854166666666667,"Asia",100.078630065918,69.1963194903508
"Lithuania","LTU",0.908333333333333,"Europe",101.027186584473,83.525648403241
"Malaysia","MYS",0.602777777777778,"Asia",103.008670043945,60.6595808535856
"Mexico","MEX",0.941666666666667,"North_America",109.270393371582,55.1028392151516
"New Zealand","NZL",1,"Oceania",99.2391036987304,83.7422689483211
"Nicaragua","NIC",0.733333333333333,"North_America",120.122222900391,57.4238194928702
"Niger","NER",0.486111111111111,"Africa",60.8942169189453,74.0244395098022
"Nigeria","NGA",0.769444444444444,"Africa",88.3216766357422,84.5981744507906
"Papua New Guinea","PNG",0.754166666666667,"Oceania",95.6769638061523,96.005961016471
"Russian Federation","RUS",0.770833333333333,"Europe",100.200841903686,79.1126269929898
"Samoa","WSM",0.8,"Oceania",108.256792068482,56.289494577492
"Tanzania","TZA",0.916666666666667,"Africa",95.7751785278321,92.6284185155351
"Thailand","THA",0.798611111111111,"Asia",97.5852508544922,79.7248191530234
"Ukraine","UKR",0.779166666666667,"Europe",100.847581481933,75.3602732471544
"United States","USA",0.916666666666667,"North_America",99.2675430297852,81.9064365339415
"Uruguay","URY",0.881944444444444,"South_America",110.62156829834,72.9282042019222
"Zimbabwe","ZWE",0.902777777777778,"Africa",110.048561096191,87.3905094507462
